,Outdoor Air Temperature [°C]
73.1,-2.840000000000032
73.11666666666666,-2.8466666666666924
73.13333333333334,-2.853333333333353
73.15,-2.8600000000000136
73.16666666666667,-2.8666666666666742
73.18333333333334,-2.873333333333335
73.2,-2.8799999999999955
73.21666666666667,-2.886666666666656
73.23333333333333,-2.8933333333333167
73.25,-2.8999999999999773
73.26666666666667,-2.9066666666666947
73.28333333333333,-2.9133333333333553
73.3,-2.920000000000016
73.31666666666666,-2.9266666666666765
73.33333333333333,-2.933333333333337
73.35,-2.9399999999999977
73.36666666666666,-2.9466666666666583
73.38333333333334,-2.953333333333319
73.4,-2.9599999999999795
73.41666666666667,-2.966666666666697
73.43333333333334,-2.9733333333333576
73.45,-2.980000000000018
73.46666666666667,-2.986666666666679
73.48333333333333,-2.9933333333333394
73.5,-3.0
73.51666666666667,-3.0066666666666606
73.53333333333333,-3.013333333333321
73.55,-3.019999999999982
73.56666666666666,-3.0266666666666424
73.58333333333333,-3.033333333333303
73.6,-3.0400000000000205
73.61666666666666,-3.046666666666681
73.63333333333334,-3.0533333333333417
73.65,-3.0600000000000023
73.66666666666667,-3.066666666666663
73.68333333333334,-3.0733333333333235
73.7,-3.079999999999984
73.71666666666667,-3.0866666666666447
73.73333333333333,-3.0933333333333053
73.75,-3.1000000000000227
73.76666666666667,-3.1066666666666833
73.78333333333333,-3.113333333333344
73.8,-3.1200000000000045
73.81666666666666,-3.126666666666665
73.83333333333333,-3.1333333333333258
73.85,-3.1399999999999864
73.86666666666666,-3.146666666666647
73.88333333333334,-3.1533333333333076
73.9,-3.159999999999968
73.91666666666667,-3.1666666666666856
73.93333333333334,-3.173333333333346
73.95,-3.180000000000007
73.96666666666667,-3.1866666666666674
73.98333333333333,-3.193333333333328
74.0,-3.1999999999999886
74.01666666666667,-3.201666666666654
74.03333333333333,-3.203333333333319
74.05,-3.204999999999984
74.06666666666666,-3.2066666666666492
74.08333333333333,-3.2083333333333144
74.1,-3.2099999999999795
74.11666666666666,-3.2116666666666447
74.13333333333334,-3.21333333333331
74.15,-3.214999999999975
74.16666666666667,-3.21666666666664
74.18333333333334,-3.2183333333333053
74.2,-3.2199999999999704
74.21666666666667,-3.2216666666666356
74.23333333333333,-3.2233333333333007
74.25,-3.2250000000000227
74.26666666666667,-3.226666666666688
74.28333333333333,-3.228333333333353
74.3,-3.230000000000018
74.31666666666666,-3.2316666666666833
74.33333333333333,-3.2333333333333485
74.35,-3.2350000000000136
74.36666666666666,-3.236666666666679
74.38333333333334,-3.238333333333344
74.4,-3.240000000000009
74.41666666666667,-3.2416666666666742
74.43333333333334,-3.2433333333333394
74.45,-3.2450000000000045
74.46666666666667,-3.2466666666666697
74.48333333333333,-3.248333333333335
74.5,-3.25
74.51666666666667,-3.251666666666665
74.53333333333333,-3.2533333333333303
74.55,-3.2549999999999955
74.56666666666666,-3.2566666666666606
74.58333333333333,-3.2583333333333258
74.6,-3.259999999999991
74.61666666666666,-3.261666666666656
74.63333333333334,-3.263333333333321
74.65,-3.2649999999999864
74.66666666666667,-3.2666666666666515
74.68333333333334,-3.2683333333333167
74.7,-3.269999999999982
74.71666666666667,-3.271666666666647
74.73333333333333,-3.273333333333312
74.75,-3.2749999999999773
74.76666666666667,-3.2766666666666993
74.78333333333333,-3.2783333333333644
74.8,-3.2800000000000296
74.81666666666666,-3.2816666666666947
74.83333333333333,-3.28333333333336
74.85,-3.285000000000025
74.86666666666666,-3.28666666666669
74.88333333333334,-3.2883333333333553
74.9,-3.2900000000000205
74.91666666666667,-3.2916666666666856
74.93333333333334,-3.2933333333333508
74.95,-3.295000000000016
74.96666666666667,-3.296666666666681
74.98333333333333,-3.298333333333346
75.0,-3.3000000000000114
75.01666666666667,-3.296666666666681
75.03333333333333,-3.2933333333333508
75.05,-3.2900000000000205
75.06666666666666,-3.28666666666669
75.08333333333333,-3.28333333333336
75.1,-3.2800000000000296
75.11666666666666,-3.2766666666666993
75.13333333333334,-3.273333333333369
75.15,-3.2700000000000387
75.16666666666667,-3.2666666666666515
75.18333333333334,-3.263333333333321
75.2,-3.259999999999991
75.21666666666667,-3.2566666666666606
75.23333333333333,-3.2533333333333303
75.25,-3.25
75.26666666666667,-3.2466666666666697
75.28333333333333,-3.2433333333333394
75.3,-3.240000000000009
75.31666666666666,-3.236666666666679
75.33333333333333,-3.2333333333333485
75.35,-3.230000000000018
75.36666666666666,-3.226666666666688
75.38333333333334,-3.2233333333333576
75.4,-3.2200000000000273
75.41666666666667,-3.216666666666697
75.43333333333334,-3.2133333333333667
75.45,-3.2100000000000364
75.46666666666667,-3.206666666666706
75.48333333333333,-3.2033333333333758
75.5,-3.2000000000000455
75.51666666666667,-3.1966666666666583
75.53333333333333,-3.193333333333328
75.55,-3.1899999999999977
75.56666666666666,-3.1866666666666674
75.58333333333333,-3.183333333333337
75.6,-3.180000000000007
75.61666666666666,-3.1766666666666765
75.63333333333334,-3.173333333333346
75.65,-3.170000000000016
75.66666666666667,-3.1666666666666856
75.68333333333334,-3.1633333333333553
75.7,-3.160000000000025
75.71666666666667,-3.1566666666666947
75.73333333333333,-3.1533333333333644
75.75,-3.150000000000034
75.76666666666667,-3.146666666666704
75.78333333333333,-3.1433333333333735
75.8,-3.140000000000043
75.81666666666666,-3.136666666666713
75.83333333333333,-3.1333333333333826
75.85,-3.1299999999999955
75.86666666666666,-3.126666666666665
75.88333333333334,-3.123333333333335
75.9,-3.1200000000000045
75.91666666666667,-3.1166666666666742
75.93333333333334,-3.113333333333344
75.95,-3.1100000000000136
75.96666666666667,-3.1066666666666833
75.98333333333333,-3.103333333333353
76.0,-3.1000000000000227
76.01666666666667,-3.103333333333353
76.03333333333333,-3.1066666666666833
76.05,-3.1100000000000136
76.06666666666666,-3.113333333333344
76.08333333333333,-3.1166666666666742
76.1,-3.1200000000000045
76.11666666666666,-3.123333333333335
76.13333333333334,-3.126666666666665
76.15,-3.1299999999999955
76.16666666666667,-3.1333333333333826
76.18333333333334,-3.136666666666713
76.2,-3.140000000000043
76.21666666666667,-3.1433333333333735
76.23333333333333,-3.146666666666704
76.25,-3.150000000000034
76.26666666666667,-3.1533333333333644
76.28333333333333,-3.1566666666666947
76.3,-3.160000000000025
76.31666666666666,-3.1633333333333553
76.33333333333333,-3.1666666666666856
76.35,-3.170000000000016
76.36666666666666,-3.173333333333346
76.38333333333334,-3.1766666666666765
76.4,-3.180000000000007
76.41666666666667,-3.183333333333337
76.43333333333334,-3.1866666666666674
76.45,-3.1899999999999977
76.46666666666667,-3.193333333333328
76.48333333333333,-3.1966666666666583
76.5,-3.2000000000000455
76.51666666666667,-3.2033333333333758
76.53333333333333,-3.206666666666706
76.55,-3.2100000000000364
76.56666666666666,-3.2133333333333667
76.58333333333333,-3.216666666666697
76.6,-3.2200000000000273
76.61666666666666,-3.2233333333333576
76.63333333333334,-3.226666666666688
76.65,-3.230000000000018
76.66666666666667,-3.2333333333333485
76.68333333333334,-3.236666666666679
76.7,-3.240000000000009
76.71666666666667,-3.2433333333333394
76.73333333333333,-3.2466666666666697
76.75,-3.25
76.76666666666667,-3.2533333333333303
76.78333333333333,-3.2566666666666606
76.8,-3.259999999999991
76.81666666666666,-3.263333333333321
76.83333333333333,-3.2666666666666515
76.85,-3.2700000000000387
76.86666666666666,-3.273333333333369
76.88333333333334,-3.2766666666666993
76.9,-3.2800000000000296
76.91666666666667,-3.28333333333336
76.93333333333334,-3.28666666666669
76.95,-3.2900000000000205
76.96666666666667,-3.2933333333333508
76.98333333333333,-3.296666666666681
77.0,-3.3000000000000114
77.01666666666667,-3.3100000000000023
77.03333333333333,-3.319999999999993
77.05,-3.329999999999984
77.06666666666666,-3.340000000000032
77.08333333333333,-3.3500000000000227
77.1,-3.3600000000000136
77.11666666666666,-3.3700000000000045
77.13333333333334,-3.3799999999999955
77.15,-3.3899999999999864
77.16666666666667,-3.400000000000034
77.18333333333334,-3.410000000000025
77.2,-3.420000000000016
77.21666666666667,-3.430000000000007
77.23333333333333,-3.4399999999999977
77.25,-3.4499999999999886
77.26666666666667,-3.4599999999999795
77.28333333333333,-3.4700000000000273
77.3,-3.480000000000018
77.31666666666666,-3.490000000000009
77.33333333333333,-3.5
77.35,-3.509999999999991
77.36666666666666,-3.519999999999982
77.38333333333334,-3.5299999999999727
77.4,-3.5400000000000205
77.41666666666667,-3.5500000000000114
77.43333333333334,-3.5600000000000023
77.45,-3.569999999999993
77.46666666666667,-3.579999999999984
77.48333333333333,-3.589999999999975
77.5,-3.6000000000000227
77.51666666666667,-3.6100000000000136
77.53333333333333,-3.6200000000000045
77.55,-3.6299999999999955
77.56666666666666,-3.6399999999999864
77.58333333333333,-3.6499999999999773
77.6,-3.659999999999968
77.61666666666666,-3.669999999999959
77.63333333333334,-3.680000000000007
77.65,-3.6899999999999977
77.66666666666667,-3.6999999999999886
77.68333333333334,-3.7099999999999795
77.7,-3.7199999999999704
77.71666666666667,-3.7299999999999613
77.73333333333333,-3.740000000000009
77.75,-3.75
77.76666666666667,-3.759999999999991
77.78333333333333,-3.769999999999982
77.8,-3.7799999999999727
77.81666666666666,-3.7899999999999636
77.83333333333333,-3.7999999999999545
77.85,-3.8100000000000023
77.86666666666666,-3.819999999999993
77.88333333333334,-3.829999999999984
77.9,-3.839999999999975
77.91666666666667,-3.849999999999966
77.93333333333334,-3.859999999999957
77.95,-3.8700000000000045
77.96666666666667,-3.8799999999999955
77.98333333333333,-3.8899999999999864
78.0,-3.8999999999999773
78.01666666666667,-3.9016666666666424
78.03333333333333,-3.9033333333333076
78.05,-3.9049999999999727
78.06666666666666,-3.906666666666638
78.08333333333333,-3.908333333333303
78.1,-3.909999999999968
78.11666666666666,-3.9116666666666333
78.13333333333334,-3.9133333333332985
78.15,-3.9149999999999636
78.16666666666667,-3.9166666666666288
78.18333333333334,-3.918333333333294
78.2,-3.919999999999959
78.21666666666667,-3.9216666666666242
78.23333333333333,-3.9233333333332894
78.25,-3.9249999999999545
78.26666666666667,-3.9266666666666765
78.28333333333333,-3.9283333333333417
78.3,-3.930000000000007
78.31666666666666,-3.931666666666672
78.33333333333333,-3.933333333333337
78.35,-3.9350000000000023
78.36666666666666,-3.9366666666666674
78.38333333333334,-3.9383333333333326
78.4,-3.9399999999999977
78.41666666666667,-3.941666666666663
78.43333333333334,-3.943333333333328
78.45,-3.944999999999993
78.46666666666667,-3.9466666666666583
78.48333333333333,-3.9483333333333235
78.5,-3.9499999999999886
78.51666666666667,-3.951666666666654
78.53333333333333,-3.953333333333319
78.55,-3.954999999999984
78.56666666666666,-3.9566666666666492
78.58333333333333,-3.9583333333333144
78.6,-3.9599999999999795
78.61666666666666,-3.9616666666666447
78.63333333333334,-3.96333333333331
78.65,-3.964999999999975
78.66666666666667,-3.96666666666664
78.68333333333334,-3.9683333333333053
78.7,-3.9699999999999704
78.71666666666667,-3.9716666666666356
78.73333333333333,-3.9733333333333007
78.75,-3.9750000000000227
78.76666666666667,-3.976666666666688
78.78333333333333,-3.978333333333353
78.8,-3.980000000000018
78.81666666666666,-3.9816666666666833
78.83333333333333,-3.9833333333333485
78.85,-3.9850000000000136
78.86666666666666,-3.986666666666679
78.88333333333334,-3.988333333333344
78.9,-3.990000000000009
78.91666666666667,-3.9916666666666742
78.93333333333334,-3.9933333333333394
78.95,-3.9950000000000045
78.96666666666667,-3.9966666666666697
78.98333333333333,-3.998333333333335
79.0,-4.0
79.01666666666667,-3.9933333333333394
79.03333333333333,-3.986666666666679
79.05,-3.980000000000018
79.06666666666666,-3.9733333333333576
79.08333333333333,-3.966666666666697
79.1,-3.9599999999999795
79.11666666666666,-3.953333333333319
79.13333333333334,-3.9466666666666583
79.15,-3.9399999999999977
79.16666666666667,-3.933333333333337
79.18333333333334,-3.9266666666666765
79.2,-3.920000000000016
79.21666666666667,-3.9133333333333553
79.23333333333333,-3.9066666666666947
79.25,-3.8999999999999773
79.26666666666667,-3.8933333333333167
79.28333333333333,-3.886666666666656
79.3,-3.8799999999999955
79.31666666666666,-3.873333333333335
79.33333333333333,-3.8666666666666742
79.35,-3.8600000000000136
79.36666666666666,-3.853333333333353
79.38333333333334,-3.8466666666666924
79.4,-3.840000000000032
79.41666666666667,-3.8333333333333144
79.43333333333334,-3.826666666666654
79.45,-3.819999999999993
79.46666666666667,-3.8133333333333326
79.48333333333333,-3.806666666666672
79.5,-3.8000000000000114
79.51666666666667,-3.7933333333333508
79.53333333333333,-3.78666666666669
79.55,-3.7800000000000296
79.56666666666666,-3.773333333333369
79.58333333333333,-3.7666666666667084
79.6,-3.759999999999991
79.61666666666666,-3.7533333333333303
79.63333333333334,-3.7466666666666697
79.65,-3.740000000000009
79.66666666666667,-3.7333333333333485
79.68333333333334,-3.726666666666688
79.7,-3.7200000000000273
79.71666666666667,-3.7133333333333667
79.73333333333333,-3.706666666666706
79.75,-3.7000000000000455
79.76666666666667,-3.693333333333328
79.78333333333333,-3.6866666666666674
79.8,-3.680000000000007
79.81666666666666,-3.673333333333346
79.83333333333333,-3.6666666666666856
79.85,-3.660000000000025
79.86666666666666,-3.6533333333333644
79.88333333333334,-3.646666666666704
79.9,-3.640000000000043
79.91666666666667,-3.6333333333333258
79.93333333333334,-3.626666666666665
79.95,-3.6200000000000045
79.96666666666667,-3.613333333333344
79.98333333333333,-3.6066666666666833
80.0,-3.6000000000000227
80.01666666666667,-3.580000000000041
80.03333333333333,-3.5600000000000023
80.05,-3.5400000000000205
80.06666666666666,-3.5200000000000387
80.08333333333333,-3.5
80.1,-3.480000000000018
80.11666666666666,-3.4600000000000364
80.13333333333334,-3.4399999999999977
80.15,-3.420000000000016
80.16666666666667,-3.400000000000034
80.18333333333334,-3.3799999999999955
80.2,-3.3600000000000136
80.21666666666667,-3.340000000000032
80.23333333333333,-3.319999999999993
80.25,-3.3000000000000114
80.26666666666667,-3.2800000000000296
80.28333333333333,-3.259999999999991
80.3,-3.240000000000009
80.31666666666666,-3.2200000000000273
80.33333333333333,-3.1999999999999886
80.35,-3.180000000000007
80.36666666666666,-3.160000000000025
80.38333333333334,-3.1399999999999864
80.4,-3.1200000000000045
80.41666666666667,-3.1000000000000227
80.43333333333334,-3.079999999999984
80.45,-3.0600000000000023
80.46666666666667,-3.0400000000000205
80.48333333333333,-3.019999999999982
80.5,-3.0
80.51666666666667,-2.980000000000018
80.53333333333333,-2.9599999999999795
80.55,-2.9399999999999977
80.56666666666666,-2.920000000000016
80.58333333333333,-2.8999999999999773
80.6,-2.8799999999999955
80.61666666666666,-2.8600000000000136
80.63333333333334,-2.839999999999975
80.65,-2.819999999999993
80.66666666666667,-2.8000000000000114
80.68333333333334,-2.7799999999999727
80.7,-2.759999999999991
80.71666666666667,-2.740000000000009
80.73333333333333,-2.7199999999999704
80.75,-2.6999999999999886
80.76666666666667,-2.680000000000007
80.78333333333333,-2.659999999999968
80.8,-2.6399999999999864
80.81666666666666,-2.6200000000000045
80.83333333333333,-2.599999999999966
80.85,-2.579999999999984
80.86666666666666,-2.5600000000000023
80.88333333333334,-2.5399999999999636
80.9,-2.519999999999982
80.91666666666667,-2.5
80.93333333333334,-2.4799999999999613
80.95,-2.4599999999999795
80.96666666666667,-2.4399999999999977
80.98333333333333,-2.419999999999959
81.0,-2.3999999999999773
81.01666666666667,-2.3816666666666606
81.03333333333333,-2.363333333333287
81.05,-2.3449999999999704
81.06666666666666,-2.326666666666654
81.08333333333333,-2.308333333333337
81.1,-2.2899999999999636
81.11666666666666,-2.271666666666647
81.13333333333334,-2.2533333333333303
81.15,-2.234999999999957
81.16666666666667,-2.21666666666664
81.18333333333334,-2.1983333333333235
81.2,-2.180000000000007
81.21666666666667,-2.1616666666666333
81.23333333333333,-2.1433333333333167
81.25,-2.125
81.26666666666667,-2.1066666666666265
81.28333333333333,-2.08833333333331
81.3,-2.069999999999993
81.31666666666666,-2.0516666666666765
81.33333333333333,-2.033333333333303
81.35,-2.0149999999999864
81.36666666666666,-1.9966666666666697
81.38333333333334,-1.978333333333353
81.4,-1.9599999999999795
81.41666666666667,-1.9416666666666629
81.43333333333334,-1.9233333333333462
81.45,-1.9049999999999727
81.46666666666667,-1.886666666666656
81.48333333333333,-1.8683333333333394
81.5,-1.8500000000000227
81.51666666666667,-1.8316666666666492
81.53333333333333,-1.8133333333333326
81.55,-1.795000000000016
81.56666666666666,-1.7766666666666424
81.58333333333333,-1.7583333333333258
81.6,-1.740000000000009
81.61666666666666,-1.7216666666666924
81.63333333333334,-1.703333333333319
81.65,-1.6850000000000023
81.66666666666667,-1.6666666666666856
81.68333333333334,-1.6483333333333121
81.7,-1.6299999999999955
81.71666666666667,-1.6116666666666788
81.73333333333333,-1.5933333333333621
81.75,-1.5749999999999886
81.76666666666667,-1.556666666666672
81.78333333333333,-1.5383333333333553
81.8,-1.5199999999999818
81.81666666666666,-1.5016666666666652
81.83333333333333,-1.4833333333333485
81.85,-1.4650000000000318
81.86666666666666,-1.4466666666666583
81.88333333333334,-1.4283333333333417
81.9,-1.410000000000025
81.91666666666667,-1.3916666666666515
81.93333333333334,-1.3733333333333348
81.95,-1.3550000000000182
81.96666666666667,-1.3366666666667015
81.98333333333333,-1.318333333333328
82.0,-1.3000000000000114
82.01666666666667,-1.2716666666667038
82.03333333333333,-1.2433333333333394
82.05,-1.2150000000000318
82.06666666666666,-1.1866666666666674
82.08333333333333,-1.1583333333333599
82.1,-1.1299999999999955
82.11666666666666,-1.1016666666666879
82.13333333333334,-1.0733333333333803
82.15,-1.045000000000016
82.16666666666667,-1.0166666666666515
82.18333333333334,-0.9883333333333439
82.2,-0.9600000000000364
82.21666666666667,-0.931666666666672
82.23333333333333,-0.9033333333333644
82.25,-0.875
82.26666666666667,-0.8466666666666924
82.28333333333333,-0.818333333333328
82.3,-0.7900000000000205
82.31666666666666,-0.7616666666667129
82.33333333333333,-0.7333333333333485
82.35,-0.7050000000000409
82.36666666666666,-0.6766666666666765
82.38333333333334,-0.648333333333369
82.4,-0.6200000000000045
82.41666666666667,-0.591666666666697
82.43333333333334,-0.5633333333333326
82.45,-0.535000000000025
82.46666666666667,-0.5066666666666606
82.48333333333333,-0.47833333333335304
82.5,-0.4500000000000455
82.51666666666667,-0.42166666666668107
82.53333333333333,-0.3933333333333735
82.55,-0.3650000000000091
82.56666666666666,-0.33666666666670153
82.58333333333333,-0.3083333333333371
82.6,-0.28000000000002956
82.61666666666666,-0.251666666666722
82.63333333333334,-0.2233333333333576
82.65,-0.19499999999999318
82.66666666666667,-0.16666666666668561
82.68333333333334,-0.1383333333333212
82.7,-0.11000000000001364
82.71666666666667,-0.08166666666670608
82.73333333333333,-0.05333333333334167
82.75,-0.025000000000034106
82.76666666666667,0.0033333333333303017
82.78333333333333,0.031666666666637866
82.8,0.060000000000002274
82.81666666666666,0.08833333333330984
82.83333333333333,0.1166666666666174
82.85,0.1449999999999818
82.86666666666666,0.17333333333328937
82.88333333333334,0.20166666666665378
82.9,0.22999999999996135
82.91666666666667,0.25833333333332575
82.93333333333334,0.2866666666666333
82.95,0.3149999999999977
82.96666666666667,0.3433333333333053
82.98333333333333,0.3716666666666697
83.0,0.39999999999997726
83.01666666666667,0.4399999999999977
83.03333333333333,0.47999999999996135
83.05,0.5199999999999818
83.06666666666666,0.5599999999999454
83.08333333333333,0.5999999999999659
83.1,0.6399999999999864
83.11666666666666,0.67999999999995
83.13333333333334,0.7199999999999704
83.15,0.7599999999999909
83.16666666666667,0.8000000000000114
83.18333333333334,0.839999999999975
83.2,0.8799999999999955
83.21666666666667,0.9200000000000159
83.23333333333333,0.9599999999999795
83.25,1.0
83.26666666666667,1.0399999999999636
83.28333333333333,1.079999999999984
83.3,1.1200000000000045
83.31666666666666,1.1599999999999682
83.33333333333333,1.1999999999999886
83.35,1.2399999999999523
83.36666666666666,1.2799999999999727
83.38333333333334,1.3199999999999932
83.4,1.3600000000000136
83.41666666666667,1.3999999999999773
83.43333333333334,1.4399999999999977
83.45,1.4800000000000182
83.46666666666667,1.5199999999999818
83.48333333333333,1.5600000000000023
83.5,1.6000000000000227
83.51666666666667,1.6399999999999864
83.53333333333333,1.6800000000000068
83.55,1.7199999999999704
83.56666666666666,1.759999999999991
83.58333333333333,1.8000000000000114
83.6,1.839999999999975
83.61666666666666,1.8799999999999955
83.63333333333334,1.919999999999959
83.65,1.9600000000000364
83.66666666666667,2.0
83.68333333333334,2.0400000000000205
83.7,2.079999999999984
83.71666666666667,2.1200000000000045
83.73333333333333,2.160000000000025
83.75,2.1999999999999886
83.76666666666667,2.240000000000009
83.78333333333333,2.2799999999999727
83.8,2.319999999999993
83.81666666666666,2.3600000000000136
83.83333333333333,2.3999999999999773
83.85,2.4399999999999977
83.86666666666666,2.480000000000018
83.88333333333334,2.519999999999982
83.9,2.5600000000000023
83.91666666666667,2.6000000000000227
83.93333333333334,2.640000000000043
83.95,2.680000000000007
83.96666666666667,2.7200000000000273
83.98333333333333,2.759999999999991
84.0,2.8000000000000114
84.01666666666667,2.8249999999999886
84.03333333333333,2.8500000000000227
84.05,2.875
84.06666666666666,2.8999999999999773
84.08333333333333,2.9250000000000114
84.1,2.9499999999999886
84.11666666666666,2.9750000000000227
84.13333333333334,3.0
84.15,3.025000000000034
84.16666666666667,3.0500000000000114
84.18333333333334,3.0750000000000455
84.2,3.1000000000000227
84.21666666666667,3.125
84.23333333333333,3.150000000000034
84.25,3.1750000000000114
84.26666666666667,3.1999999999999886
84.28333333333333,3.2250000000000227
84.3,3.25
84.31666666666666,3.2749999999999773
84.33333333333333,3.3000000000000114
84.35,3.3249999999999886
84.36666666666666,3.3500000000000227
84.38333333333334,3.375
84.4,3.400000000000034
84.41666666666667,3.4250000000000114
84.43333333333334,3.4500000000000455
84.45,3.4750000000000227
84.46666666666667,3.5
84.48333333333333,3.525000000000034
84.5,3.5500000000000114
84.51666666666667,3.5749999999999886
84.53333333333333,3.6000000000000227
84.55,3.625
84.56666666666666,3.6499999999999773
84.58333333333333,3.6750000000000114
84.6,3.6999999999999886
84.61666666666666,3.7250000000000227
84.63333333333334,3.75
84.65,3.775000000000034
84.66666666666667,3.8000000000000114
84.68333333333334,3.8250000000000455
84.7,3.8500000000000227
84.71666666666667,3.875
84.73333333333333,3.900000000000034
84.75,3.9250000000000114
84.76666666666667,3.9499999999999886
84.78333333333333,3.9750000000000227
84.8,4.0
84.81666666666666,4.024999999999977
84.83333333333333,4.050000000000011
84.85,4.074999999999989
84.86666666666666,4.100000000000023
84.88333333333334,4.125
84.9,4.150000000000034
84.91666666666667,4.175000000000011
84.93333333333334,4.2000000000000455
84.95,4.225000000000023
84.96666666666667,4.25
84.98333333333333,4.275000000000034
85.0,4.300000000000011
85.01666666666667,4.310000000000002
85.03333333333333,4.319999999999993
85.05,4.329999999999984
85.06666666666666,4.340000000000032
85.08333333333333,4.350000000000023
85.1,4.360000000000014
85.11666666666666,4.3700000000000045
85.13333333333334,4.3799999999999955
85.15,4.389999999999986
85.16666666666667,4.400000000000034
85.18333333333334,4.410000000000025
85.2,4.420000000000016
85.21666666666667,4.430000000000007
85.23333333333333,4.439999999999998
85.25,4.449999999999989
85.26666666666667,4.4599999999999795
85.28333333333333,4.470000000000027
85.3,4.480000000000018
85.31666666666666,4.490000000000009
85.33333333333333,4.5
85.35,4.509999999999991
85.36666666666666,4.519999999999982
85.38333333333334,4.529999999999973
85.4,4.5400000000000205
85.41666666666667,4.550000000000011
85.43333333333334,4.560000000000002
85.45,4.569999999999993
85.46666666666667,4.579999999999984
85.48333333333333,4.589999999999975
85.5,4.600000000000023
85.51666666666667,4.610000000000014
85.53333333333333,4.6200000000000045
85.55,4.6299999999999955
85.56666666666666,4.639999999999986
85.58333333333333,4.649999999999977
85.6,4.659999999999968
85.61666666666666,4.669999999999959
85.63333333333334,4.680000000000007
85.65,4.689999999999998
85.66666666666667,4.699999999999989
85.68333333333334,4.7099999999999795
85.7,4.71999999999997
85.71666666666667,4.729999999999961
85.73333333333333,4.740000000000009
85.75,4.75
85.76666666666667,4.759999999999991
85.78333333333333,4.769999999999982
85.8,4.779999999999973
85.81666666666666,4.789999999999964
85.83333333333333,4.7999999999999545
85.85,4.810000000000002
85.86666666666666,4.819999999999993
85.88333333333334,4.829999999999984
85.9,4.839999999999975
85.91666666666667,4.849999999999966
85.93333333333334,4.859999999999957
85.95,4.8700000000000045
85.96666666666667,4.8799999999999955
85.98333333333333,4.889999999999986
86.0,4.899999999999977
86.01666666666667,4.901666666666642
86.03333333333333,4.903333333333308
86.05,4.904999999999973
86.06666666666666,4.906666666666638
86.08333333333333,4.908333333333303
86.1,4.909999999999968
86.11666666666666,4.911666666666633
86.13333333333334,4.9133333333332985
86.15,4.914999999999964
86.16666666666667,4.916666666666629
86.18333333333334,4.918333333333294
86.2,4.919999999999959
86.21666666666667,4.921666666666624
86.23333333333333,4.923333333333289
86.25,4.9249999999999545
86.26666666666667,4.9266666666666765
86.28333333333333,4.928333333333342
86.3,4.930000000000007
86.31666666666666,4.931666666666672
86.33333333333333,4.933333333333337
86.35,4.935000000000002
86.36666666666666,4.936666666666667
86.38333333333334,4.938333333333333
86.4,4.939999999999998
86.41666666666667,4.941666666666663
86.43333333333334,4.943333333333328
86.45,4.944999999999993
86.46666666666667,4.946666666666658
86.48333333333333,4.9483333333333235
86.5,4.949999999999989
86.51666666666667,4.951666666666654
86.53333333333333,4.953333333333319
86.55,4.954999999999984
86.56666666666666,4.956666666666649
86.58333333333333,4.958333333333314
86.6,4.9599999999999795
86.61666666666666,4.961666666666645
86.63333333333334,4.96333333333331
86.65,4.964999999999975
86.66666666666667,4.96666666666664
86.68333333333334,4.968333333333305
86.7,4.96999999999997
